x,y,temperature
-7910875.827557611,5203737.786713902,29.899999999999995
-7910871.931375433,5203743.303966056,29.899999999999995
-7910868.777323187,5203750.075143536,29.899999999999995
-7910866.3654008955,5203757.598679742,29.899999999999995
-7910864.324543555,5203765.122221919,29.899999999999995
-7910860.428361377,5203782.175606289,29.899999999999995
-7910857.45984163,5203792.207023197,29.899999999999995
-7910854.491321872,5203801.486093275,29.899999999999995
-7910851.5228021145,5203810.012814342,29.899999999999995
-7910847.441087459,5203825.310774297,29.899999999999995
-7910845.400230119,5203831.329650552,29.899999999999995
-7910844.287035213,5203836.59617041,29.899999999999995
-7910843.173840305,5203840.107185271,29.899999999999995
-7910843.173840305,5203843.116627619,29.899999999999995
-7910842.431710374,5203845.122923044,29.799999999999997
-7910840.01978807,5203851.643386131,29.799999999999997
-7910836.123605892,5203857.411491817,29.899999999999995
-7910829.073371477,5203861.925663937,29.899999999999995
-7910820.72440967,5203865.436688178,29.899999999999995
-7910811.633317917,5203868.696926147,29.899999999999995
-7910802.1711612,5203871.204802272,29.899999999999995
-7910792.89453697,5203874.966617695,29.899999999999995
-7910783.988977707,5203879.23001031,29.899999999999995
-7910775.26895092,5203883.493404842,29.899999999999995
-7910766.17785918,5203888.007589381,29.899999999999995
-7910756.530169974,5203893.2741407305,29.899999999999995
-7910746.511415803,5203898.039118284,29.899999999999995
-7910735.379466724,5203903.807252202,29.899999999999995
-7910723.505387702,5203908.823023693,29.899999999999995
-7910710.5181137845,5203913.838797823,29.899999999999995
-7910696.974242399,5203918.854574606,29.899999999999995
-7910682.873773563,5203925.12429933,29.899999999999995
-7910668.773304736,5203931.394028201,29.799999999999997
-7910654.858368387,5203937.663761202,29.799999999999997
-7910640.757899549,5203944.435077513,29.799999999999997
-7910627.214028166,5203950.704819155,29.799999999999997
-7910615.154416665,5203956.974564944,29.799999999999997
-7910605.321194984,5203962.241154607,29.799999999999997
-7910597.528830627,5203965.501425856,29.799999999999997
-7910591.591791111,5203965.752216006,29.799999999999997
-7910587.13901148,5203963.244314866,29.799999999999997
-7910584.170491733,5203957.977724644,29.799999999999997
-7910582.50069937,5203951.707978208,29.799999999999997
-7910581.387504463,5203944.685867103,29.799999999999997
-7910579.717712101,5203937.914550614,29.699999999999996
-7910578.233452217,5203931.394028201,29.699999999999996
-7910577.491322285,5203926.127455676,29.699999999999996
-7910577.120257309,5203922.365619949,29.699999999999996
-7910574.522802527,5203912.083276568,29.599999999999998
-7910571.183217803,5203905.061194832,29.599999999999998
-7910567.84363308,5203896.785176597,29.599999999999998
-7910564.8751133215,5203887.756801305,29.599999999999998
-7910561.721061086,5203877.474495466,29.599999999999998
-7910559.309138782,5203867.944563441,29.599999999999998
-7910556.340619035,5203857.662279105,29.599999999999998
-7910553.186566789,5203846.878431896,29.599999999999998
-7910550.032514552,5203835.3422368355,29.599999999999998
-7910546.878462318,5203822.050551248,29.599999999999998
-7910544.095475048,5203808.758884296,29.599999999999998
-7910541.126955288,5203795.718021617,29.599999999999998
-7910536.4886431685,5203782.175606289,29.599999999999998
-7910531.664798573,5203768.382425374,29.599999999999998
-7910526.469888997,5203754.33847998,29.599999999999998
-7910521.089446946,5203740.04377121,29.599999999999998
-7910515.523472406,5203725.9998678,29.599999999999998
-7910509.957497867,5203712.457552069,29.599999999999998
-7910504.762588293,5203700.670737447,29.599999999999998
-7910500.1242761845,5203691.391766049,29.599999999999998
-7910494.187236669,5203685.372978643,29.599999999999998
-7910486.765937289,5203683.115934351,29.599999999999998
-7910478.416975479,5203684.119065071,29.599999999999998
-7910469.882481181,5203687.379240682,29.599999999999998
-7910460.605856952,5203690.639417416,29.5
-7910450.030505327,5203693.648812313,29.5
-7910438.156426306,5203697.410557278,29.5
-7910425.911282319,5203702.175436368,29.5
-7910413.6661383305,5203707.191101176,29.5
-7910401.977591798,5203711.203634914,29.5
-7910390.660110231,5203714.965386847,29.5
-7910358.377457899,5203728.006138437,29.5
-7910347.431041309,5203732.5202489365,29.5
-7910336.299092229,5203737.786713902,29.5
-7910324.981610662,5203742.050044821,29.5
