x,y,temperature
-13165595.504988752,4047670.604390287,23.600000000000005
-13165589.75348173,4047656.930406303,23.600000000000005
-13165584.558572158,4047643.0322755044,23.600000000000005
-13165578.807065133,4047628.6858357326,23.600000000000005
-13165572.127895687,4047613.2186006433,23.600000000000005
-13165565.634258723,4047597.527224236,23.600000000000005
-13165559.14062176,4047582.2841936145,23.600000000000005
-13165552.461452313,4047566.5928599187,23.600000000000005
-13165539.288645905,4047536.3310632547,23.600000000000005
-13165532.609476456,4047521.536436436,23.600000000000005
-13165525.744774524,4047507.1901500323,23.600000000000005
-13165525.744774524,4047507.1901500323,23.600000000000005
-13165512.757500596,4047480.5150718964,23.600000000000005
-13165506.820461087,4047468.410435241,23.600000000000005
-13165500.51235661,4047457.426609433,23.600000000000005
-13165493.833187163,4047447.787750632,23.600000000000005
-13165484.927627899,4047440.838810987,23.600000000000005
-13165474.352276273,4047436.3556263736,23.600000000000005
-13165463.405859679,4047434.3381938757,23.600000000000005
-13165424.629570387,4047434.7865121765,23.600000000000005
-13165409.9725041,4047434.7865121765,23.600000000000005
-13165395.315437809,4047435.6831488335,23.600000000000005
-13165380.472839039,4047435.9073080095,23.600000000000005
-13165366.001305236,4047436.3556263736,23.600000000000005
-13165351.715303918,4047436.5797855626,23.600000000000005
-13165337.429302597,4047437.0281039528,23.600000000000005
-13165323.14330128,4047437.924740787,23.600000000000005
-13165309.22836493,4047438.3730592295,23.600000000000005
-13165295.498961065,4047438.3730592295,23.600000000000005
-13165281.584024716,4047438.3730592295,23.500000000000007
-13165268.225685822,4047439.045536929,23.500000000000007
-13165254.681814441,4047439.718014668,23.500000000000007
-13165241.137943061,4047440.6146517135,23.500000000000007
-13165227.594071683,4047441.5112888315,23.500000000000007
-13165214.235732786,4047441.959607417,23.500000000000007
-13165201.062926374,4047442.632085327,23.500000000000007
-13165188.632249903,4047442.632085327,23.500000000000007
-13165177.314768339,4047442.1837667157,23.500000000000007
-13165167.852611622,4047441.7354481216,23.500000000000007
-13165153.75214279,4047440.838810987,23.500000000000007
-13165148.371700736,4047440.1663331822,23.500000000000007
-13165143.36232365,4047437.2522631534,23.500000000000007
-13165139.280608987,4047432.544920843,23.500000000000007
-13165134.085699415,4047365.2973864037,23.500000000000007
-13165133.529101962,4047350.0546672484,23.500000000000007
-13165133.90016693,4047334.3636541762,23.500000000000007
-13165134.085699415,4047318.448505903,23.500000000000007
-13165133.714634448,4047303.430006141,23.500000000000007
-13165133.158036992,4047289.0839950494,23.500000000000007
-13165132.415907055,4047275.858782115,23.500000000000007
-13165131.859309599,4047263.7543634274,23.500000000000007
-13165131.859309599,4047252.770735403,23.500000000000007
-13165131.673777115,4047242.4595840597,23.500000000000007
-13165131.673777115,4047233.4933731044,23.500000000000007
