x,y,temperature
-10860662.367069243,4231101.62788182,29.555555555555557
-10860650.492990224,4231101.855756931,29.555555555555557
-10860638.804443689,4231101.172131614,29.61111111111111
-10860627.301429642,4231101.172131614,29.61111111111111
-10860616.16948056,4231100.944256518,29.61111111111111
-10860604.851998998,4231100.4885063395,29.555555555555557
-10860593.534517433,4231100.03275618,29.555555555555557
-10860582.402568355,4231099.121255918,29.5
-10860570.899554307,4231098.665505816,29.444444444444443
-10860559.211007772,4231098.209755733,29.444444444444443
-10860546.594798816,4231097.9818806965,29.444444444444443
-10860533.050927438,4231097.9818806965,29.38888888888889
-10860518.393861149,4231098.209755733,29.38888888888889
-10860503.736794861,4231097.754005667,29.38888888888889
-10860488.708663605,4231097.2982556205,29.333333333333332
-10860474.051597318,4231097.526130642,29.333333333333332
-10860459.580063513,4231097.9818806965,29.38888888888889
-10860444.73746474,4231098.437630772,29.38888888888889
-10860429.894865967,4231098.665505816,29.38888888888889
-10860415.052267196,4231099.121255918,29.38888888888889
-10860400.024135938,4231099.349130977,29.444444444444443
-10860384.439407228,4231100.03275618,29.444444444444443
-10860368.854678517,4231100.4885063395,29.444444444444443
-10860353.084417319,4231100.716381425,29.444444444444443
-10860336.386493703,4231100.716381425,29.444444444444443
-10860319.688570082,4231100.716381425,29.5
-10860300.949789131,4231101.62788182,29.5
-10860283.69526806,4231101.855756931,29.555555555555557
-10860268.481604317,4231103.906633137,29.61111111111111
-10860253.082408091,4231102.53938229,29.61111111111111
-10860238.23980932,4231102.311507165,29.61111111111111
-10860221.912950668,4231102.7672574185,29.61111111111111
-10860206.513754444,4231102.7672574185,29.61111111111111
-10860189.63029834,4231105.046008972,29.555555555555557
-10860174.602167083,4231106.185384926,29.5
-10860160.872763218,4231106.413260132,29.5
-10860145.47356699,4231107.096885774,29.5
-10860131.187565671,4231106.869010556,29.444444444444443
-10860119.313486654,4231108.464137188,29.38888888888889
-10860107.068342669,4231106.413260132,29.38888888888889
-10860093.895536257,4231104.818133797,29.333333333333332
-10860081.279327301,4231104.590258624,29.333333333333332
-10860068.84865083,4231104.134508295,29.333333333333332
-10860056.417974357,4231103.450882835,29.38888888888889
-10860044.729427822,4231102.995132552,29.38888888888889
-10859961.6108747,4231098.8933808645,29.333333333333332
-10859921.906922981,4231101.172131614,29.27777777777778
-10859908.363051603,4231099.349130977,29.27777777777778
-10859895.375777675,4231097.526130642,29.333333333333332
-10859880.347646419,4231099.121255918,29.38888888888889
-10859863.093125345,4231098.665505816,29.38888888888889
-10859845.282006819,4231100.260631258,29.444444444444443
-10859829.140680654,4231103.450882835,29.444444444444443
-10859814.66914685,4231103.223007692,29.444444444444443
-10859797.971223231,4231103.678757984,29.444444444444443
-10859779.97457222,4231105.957509726,29.444444444444443
-10859763.091116117,4231102.995132552,29.444444444444443
-10859746.207660014,4231103.450882835,29.444444444444443
-10859730.437398817,4231104.362383457,29.444444444444443
-10859714.110540168,4231105.046008972,29.555555555555557
-10859697.598149033,4231105.501759338,29.555555555555557
-10859681.0857579,4231105.729634531,29.555555555555557
-10859664.387834279,4231106.413260132,29.555555555555557
-10859648.06097563,4231107.324760999,29.555555555555557
-10859631.734116979,4231108.236261941,29.555555555555557
-10859615.592790814,4231108.919887696,29.555555555555557
-10859599.636997135,4231109.375638225,29.555555555555557
-10859583.86673594,4231109.375638225,29.5
-10859568.653072199,4231110.287139338,29.5
-10859553.99600591,4231110.970765223,29.5
-10859538.596809685,4231110.287139338,29.444444444444443
-10859526.351665696,4231108.008386698,29.444444444444443
-10859511.509066923,4231109.603513496,29.38888888888889
-10859499.078390451,4231109.375638225,29.38888888888889
-10859487.38984392,4231109.831388772,29.38888888888889
-10859475.144699931,4231110.287139338,29.38888888888889
-10859368.463521255,4231106.869010556,29.5
-10859328.945102023,4231107.780511459,29.555555555555557
-10859316.143360581,4231107.780511459,29.555555555555557
-10859302.22842423,4231107.552636228,29.555555555555557
-10859287.38582546,4231107.324760999,29.61111111111111
-10859271.430031778,4231107.324760999,29.666666666666668
-10859254.546575677,4231107.096885774,29.666666666666668
-10859237.663119573,4231107.096885774,29.72222222222222
-10859220.965195954,4231107.552636228,29.77777777777778
-10859204.638337305,4231108.008386698,29.77777777777778
-10859188.311478652,4231108.236261941,29.833333333333332
-10859172.17015249,4231108.464137188,29.833333333333332
-10859156.399891293,4231108.919887696,29.833333333333332
-10859141.000695067,4231109.603513496,29.833333333333332
-10859125.972563809,4231110.742889923,29.88888888888889
-10859111.129965035,4231111.882266467,29.88888888888889
-10859096.84396372,4231113.02164313,29.88888888888889
-10859083.671157308,4231114.388895281,29.88888888888889
-10859027.083749488,4231116.211898414,29.666666666666668
