x,y,temperature
-13636427.413870899,4544374.698944758,19.555555555555557
-13636439.287949914,4544373.291038502,19.555555555555557
-13636471.570602247,4544370.709877527,19.055555555555557
-13636486.598733503,4544369.301971811,19.055555555555557
-13636491.051513134,4544369.301971811,19.222222222222218
-13636494.020032888,4544369.536622751,19.222222222222218
-13636508.677099176,4544367.424764486,18.833333333333336
-13636517.768190924,4544366.48616095,18.833333333333336
-13636528.158010066,4544365.782208352,18.944444444444443
-13636538.733361691,4544365.078255803,18.944444444444443
-13636571.387078991,4544362.497096865,18.555555555555557
-13636582.1479631,4544361.5584937725,18.555555555555557
-13636605.896121137,4544361.089192259,18.444444444444443
-13636610.163368283,4544361.5584937725,18.444444444444443
-13636612.389758099,4544362.7317476515,18.333333333333332
-13636618.326797608,4544362.7317476515,18.22222222222222
-13636624.449369604,4544362.262446084,18.22222222222222
-13636679.181452576,4544357.100130239,18.444444444444443
-13636690.49893414,4544356.630828926,18.444444444444443
-13636734.099068034,4544356.161527635,18.055555555555557
-13636742.448029842,4544356.396178278,18.166666666666668
-13636749.683796745,4544355.926876997,18.166666666666668
-13636781.966449074,4544354.04967208,18.055555555555557
-13636794.582658032,4544352.172467504,18.055555555555557
-13636806.827802017,4544351.233865341,17.83333333333333
-13636817.959751097,4544350.999214814,17.83333333333333
-13636827.978505269,4544350.764564292,17.83333333333333
-13636836.327467078,4544350.060612758,17.83333333333333
-13636873.06289904,4544354.753623883,18.22222222222222
-13636886.235705452,4544350.529913775,18.22222222222222
-13636895.883394653,4544349.122010787,17.83333333333333
-13636906.829811247,4544345.367603744,17.83333333333333
-13636942.266515817,4544344.663652575,17.83333333333333
-13636953.212932412,4544344.194351821,17.83333333333333
-13636960.077634344,4544342.551799353,17.944444444444443
-13636966.200206336,4544343.4904007325,17.944444444444443
-13636975.84789554,4544344.663652575,17.555555555555557
-13636994.030079037,4544339.970645995,17.555555555555557
-13637002.379040845,4544341.613198057,17.555555555555557
-13637017.036107132,4544340.909247141,17.77777777777778
-13637030.579978513,4544340.439946557,17.77777777777778
-13637066.202215565,4544338.32809419,17.77777777777778
-13637073.066917498,4544338.093443953,17.77777777777778
-13637078.447359553,4544339.26669519,18.333333333333332
-13637085.86865894,4544339.970645995,18.333333333333332
-13637087.909516271,4544337.389493276,18.055555555555557
-13637111.286609337,4544333.165790207,18.055555555555557
-13637127.79900047,4544330.819289242,18.055555555555557
-13637139.116482034,4544329.880689005,17.944444444444443
-13637152.845885899,4544324.249089351,17.944444444444443
-13637164.71996492,4544324.718389207,17.83333333333333
-13637174.73871909,4544327.534188779,17.83333333333333
-13637192.364305131,4544326.595588837,18.277777777777782
-13637198.115812156,4544330.584639174,18.277777777777782
-13637204.794981604,4544329.646038958,18.166666666666668
-13637209.247761235,4544329.880689005,18.055555555555557
-13637212.58734596,4544331.288589393,18.055555555555557
-13637234.851244118,4544327.299538785,17.77777777777778
-13637243.200205928,4544322.606540026,17.83333333333333
