x,y,temperature
-8928393.1174134,2973293.55241663,-1.2222222222222219
-8928380.130139476,2973294.3766551665,-1.2222222222222219
-8928366.957333066,2973294.3766551665,-1.2222222222222219
-8928354.34112411,2973294.7887744517,-1.2777777777777781
-8928341.539382668,2973294.582714808,-1.2777777777777781
-8928328.737641227,2973294.582714808,-1.2777777777777781
-8928315.564834816,2973294.582714808,-1.2777777777777781
-8928274.562155707,2973294.582714808,-1.2777777777777781
-8928260.832751842,2973294.9948340994,-1.3333333333333326
-8928247.65994543,2973294.9948340994,-1.3333333333333326
-8928247.65994543,2973294.9948340994,-1.3333333333333326
-8928222.984124972,2973295.8190727164,-1.3333333333333326
-8928211.852175893,2973296.2311920426,-1.3333333333333326
-8928202.204486692,2973296.8493710537,-1.3333333333333326
-8928194.041057367,2973297.673609776,-1.3333333333333326
-8928181.424848411,2973302.6190430787,-1.3333333333333326
-8928176.786536293,2973306.946298589,-1.3333333333333326
-8928175.4878089,2973313.334154295,-1.3333333333333326
-8928174.931211447,2973319.7220127843,-1.3333333333333326
-8928174.931211447,2973326.934114424,-1.3333333333333326
-8928175.4878089,2973334.352279814,-1.3333333333333326
-8928175.4878089,2973342.5946902037,-1.3888888888888888
-8928175.673341386,2973351.4552865424,-1.3888888888888888
-8928176.601003809,2973360.728009376,-1.3888888888888888
-8928177.528666232,2973370.6189201977,-1.3888888888888888
-8928178.27079617,2973380.715898545,-1.3888888888888888
-8928179.01292611,2973391.431066847,-1.3888888888888888
-8928179.569523564,2973402.1462429813,-1.3333333333333326
-8928180.311653502,2973412.861426948,-1.3333333333333326
-8928180.68271847,2973423.988741666,-1.3333333333333326
-8928181.053783441,2973434.9100032137,-1.3333333333333326
-8928181.053783441,2973446.0373346685,-1.3333333333333326
-8928181.424848411,2973456.546488798,-1.3333333333333326
-8928181.424848411,2973467.055650463,-1.3888888888888888
-8928181.610380895,2973486.219435248,-1.3888888888888888
-8928181.981445864,2973494.8740559435,-1.3333333333333326
-8928182.166978348,2973502.4983688863,-1.3333333333333326
-8928182.166978348,2973508.4741845047,-1.3333333333333326
-8928182.166978348,2973512.3893753686,-1.3333333333333326
-8928181.053783441,2973515.480316263,-1.3333333333333326
-8928179.569523564,2973517.953069448,-1.3333333333333326
-8928177.157601263,2973520.219760234,-1.3333333333333326
-8928173.632484054,2973521.8682628446,-1.3333333333333326
-8928165.840119699,2973522.8985770694,-1.2777777777777781
-8928161.758405035,2973522.6925142184,-1.3333333333333326
-8928157.305625405,2973522.6925142184,-1.3333333333333326
-8928152.110715834,2973522.6925142184,-1.2777777777777781
-8928146.359208811,2973522.6925142184,-1.2777777777777781
-8928139.680039363,2973522.6925142184,-1.2777777777777781
-8928132.44427246,2973523.104639923,-1.2777777777777781
-8928125.765103014,2973522.8985770694,-1.2777777777777781
-8928118.529336112,2973522.8985770694,-1.2777777777777781
-8928110.92250424,2973522.8985770694,-1.3333333333333326
-8928102.9446074,2973522.6925142184,-1.3333333333333326
-8928094.595645592,2973522.48645137,-1.3333333333333326
-8928085.504553843,2973522.48645137,-1.3333333333333326
-8928076.042397125,2973522.48645137,-1.2777777777777781
-8928066.580240408,2973522.6925142184,-1.2777777777777781
-8928056.932551207,2973522.6925142184,-1.2777777777777781
-8928047.099329518,2973522.6925142184,-1.2777777777777781
-8928037.266107835,2973522.48645137,-1.2777777777777781
-8928027.061821176,2973522.48645137,-1.2777777777777781
-8928006.282182895,2973522.280388525,-1.2777777777777781
-8927995.3357663,2973522.48645137,-1.2777777777777781
-8927984.57488219,2973522.280388525,-1.2777777777777781
-8927973.628465597,2973522.48645137,-1.2777777777777781
-8927962.496516516,2973522.8985770694,-1.2222222222222219
-8927951.550099922,2973523.31070278,-1.2222222222222219
-8927940.603683326,2973523.928891367,-1.2222222222222219
-8927930.584929155,2973524.547079981,-1.2222222222222219
-8927920.566174984,2973524.9592057373,-1.2222222222222219
-8927910.918485783,2973524.9592057373,-1.2222222222222219
-8927901.641861549,2973524.9592057373,-1.2222222222222219
-8927893.478432225,2973524.753142858,-1.2222222222222219
-8927886.799262775,2973524.753142858,-1.2222222222222219
-8927881.604353206,2973524.9592057373,-1.2222222222222219
-8927877.522638546,2973524.9592057373,-1.1666666666666674
-8927873.997521337,2973524.341017107,-1.1666666666666674
-8927871.40006655,2973523.31070278,-1.1666666666666674
-8927869.173676735,2973521.0440115156,-1.1666666666666674
-8927866.761754433,2973517.540943889,-1.1666666666666674
-8927864.164299648,2973512.8015007833,-1.1666666666666674
-8927862.308974802,2973505.7953703054,-1.2222222222222219
-8927860.639182441,2973498.3771181544,-1.2222222222222219
-8927858.783857595,2973490.3406825615,-1.1666666666666674
-8927857.299597716,2973481.48000227,-1.1666666666666674
-8927855.81533784,2973472.413265192,-1.1666666666666674
-8927854.331077963,2973463.346533721,-1.1666666666666674
-8927853.403415538,2973453.4555603312,-1.1666666666666674
-8927850.805960754,2973434.291818381,-1.1666666666666674
-8927850.805960754,2973434.291818381,-1.1666666666666674
-8927848.765103424,2973415.540224164,-1.1666666666666674
-8927847.837441,2973406.4735278715,-1.1666666666666674
-8927846.72424609,2973396.788653935,-1.1666666666666674
-8927845.239986215,2973387.309847343,-1.1666666666666674
-8927842.64253143,2973368.352252545,-1.1111111111111112
-8927841.343804037,2973358.6674037953,-1.1111111111111112
-8927840.045076644,2973349.600742679,-1.1111111111111112
-8927838.746349253,2973341.3583283494,-1.1111111111111112
-8927837.262089374,2973334.352279814,-1.1111111111111112
-8927835.96336198,2973327.758354838,-1.1111111111111112
-8927835.03569956,2973321.5765528665,-1.0555555555555547
-8927834.66463459,2973315.8068733797,-1.0555555555555547
-8927834.29356962,2973310.4493158893,-1.1111111111111112
-8927833.92250465,2973305.5038799434,-1.1111111111111112
-8927833.55143968,2973300.146326219,-1.1111111111111112
-8927832.438244773,2973294.170595528,-1.1111111111111112
-8927831.325049866,2973287.5766886272,-1.1111111111111112
-8927830.026322473,2973280.5706657954,-1.1111111111111112
-8927829.098660048,2973273.358586965,-1.1111111111111112
-8927828.356530111,2973265.3222747343,-1.1111111111111112
-8927828.170997625,2973256.6677895673,-1.1111111111111112
-8927827.799932657,2973248.0133095086,-1.1111111111111112
-8927827.799932657,2973239.152775695,-1.1111111111111112
-8927828.170997625,2973230.4983059773,-1.1111111111111112
-8927828.542062594,2973222.0498999907,-1.1111111111111112
-8927827.799932657,2973204.740985859,-1.1111111111111112
-8927827.428867688,2973196.086536457,-1.1111111111111112
-8927827.428867688,2973196.086536457,-1.1111111111111112
-8927825.94460781,2973178.9837109977,-1.1666666666666674
-8927825.20247787,2973170.3292768016,-1.1666666666666674
-8927824.831412902,2973162.9111944144,-1.1666666666666674
-8927824.645880418,2973156.523404256,-1.1666666666666674
