x,y,temperature
-8573839.65057333,4709576.43200874,31.8
-8573837.546467975,4709575.165360712,31.8
-8573832.963310955,4709572.376412133,31.9
-8573826.436315252,4709568.410436582,31.9
-8573817.716937838,4709563.80336341,31.9
-8573807.352425328,4709558.2084192615,31.9
-8573795.650064046,4709551.843473355,32.0
-8573782.663343007,4709544.555956989,32.0
-8573769.09904079,4709536.567444915,32.0
-8573754.330406396,4709528.690734072,31.9
-8573739.578013519,4709520.532753823,32.0
-8573724.513391733,4709512.012369954,32.0
-8573709.08412069,4709503.786745439,32.0
-8573693.618526097,4709495.458017337,32.1
-8573679.17454387,4709487.322110796,32.1
-8573665.66723723,4709479.927810837,32.1
-8573653.141145114,4709472.736116653,32.0
-8573641.412245264,4709465.301467505,32.1
-8573631.412871817,4709455.981331128,32.0
-8573623.954065183,4709446.744040201,32.0
-8573618.356965713,4709438.455747206,32.1
-8573614.062693905,4709431.394775643,32.1
-8573611.128568163,4709425.837159523,32.1
-8573609.405442633,4709422.779497656,32.1
-8573609.025475815,4709420.811904464,32.0
-8573608.207967738,4709417.867797578,32.1
-8573607.13041733,4709413.766983144,32.1
-8573606.090459516,4709408.282584755,32.1
-8573604.57159412,4709400.795362292,32.1
-8573601.905781746,4709391.551983948,32.1
-8573598.642116915,4709380.578092292,32.1
-8573595.021372555,4709368.750684243,32.1
-8573591.796658412,4709356.841140533,32.1
-8573590.888514007,4709346.514752614,32.1
-8573594.139054269,4709337.827125945,32.1
-8573601.172141774,4709330.91458512,32.2
-8573609.82995951,4709326.019782794,32.1
-8573619.608452825,4709321.330112487,32.1
-8573629.24342192,4709316.271016563,32.1
-8573640.00099242,4709310.858876742,32.1
-8573652.468152,4709305.020128586,32.1
-8573665.798449514,4709298.668203098,32.1
-8573680.68308995,4709292.342734625,32.1
-8573695.949623028,4709285.502130053,32.1
-8573711.616160432,4709278.446486782,32.1
-8573727.388785312,4709271.125431569,32.1
-8573742.26152569,4709264.527066903,32.1
-8573756.475477325,4709257.505888558,32.1
-8573769.913476449,4709250.242718697,32.1
-8573782.940138921,4709242.885259206,32.0
-8573795.664012378,4709235.895970915,32.1
-8573806.091208892,4709229.524030839,32.1
-8573813.58201988,4709221.363944673,32.1
